Unique Index, Index, restlegth, isforbidden(bool), source vertex, target vertex
1,1,3.04,1,8,12
2,2,1.84,1,9,13
3,3,3.35812,1,12,14
4,4,1.79778,1,13,15
5,5,3.26827,1,12,13
6,6,3.04,1,8,9
7,7,4.0616,1,8,10
8,8,2.6315,1,9,11
9,9,1.81872,1,10,11
10,10,1.57175,1,11,15
11,11,1.87334,1,10,14
12,12,3.48603,1,14,15
13,13,0.8,0,0,2
14,14,0.784,0,0,1
15,15,1.90434,0,0,10
16,16,0.832869,0,0,4
17,17,0.784,0,2,3
18,18,1.04402,0,2,11
19,19,0.482958,0,2,6
20,20,0.8,0,1,3
21,21,1.87294,0,1,8
22,22,0.832869,0,1,5
23,23,1.87294,0,3,9
24,24,0.58506,0,3,7
25,25,1.66407,0,7,13
26,26,2.02131,0,5,12
27,27,1.43626,0,4,14
28,28,0.784,0,4,5
29,29,0.790832,0,6,7
30,30,1.10841,0,4,6
31,31,1.07257,0,5,7
32,32,1.27247,0,6,15
33,33,1.41994,0,16,17
34,25,0.832036,0,7,16
35,25,0.832036,0,13,16
36,17,0.392,0,2,17
37,17,0.392,0,3,17
38,38,0.588491,0,18,19
39,18,0.522011,0,2,18
40,18,0.522011,0,11,18
41,7,2.5414,1,8,19
42,7,1.52021,1,10,19
43,43,1.04878,0,20,21
44,33,0.709972,0,16,20
45,33,0.709972,0,17,20
46,10,1.15626,1,11,21
47,10,0.415495,1,15,21
48,48,0.590483,0,22,23
49,30,0.554206,0,4,22
50,30,0.554206,0,6,22
51,14,0.392,0,0,23
52,14,0.392,0,1,23
53,53,0.9312,0,24,25
54,15,0.952172,0,0,24
55,15,0.952172,0,10,24
56,9,0.696125,1,10,25
57,9,1.1226,1,11,25
58,58,1.34086,0,26,27
59,22,0.416434,0,1,26
60,22,0.416434,0,5,26
61,26,1.01066,0,5,27
62,26,1.01066,0,12,27
63,63,1.49298,0,28,29
64,31,0.651024,0,5,28
65,31,0.421549,0,7,28
66,5,1.58613,1,12,29
67,5,1.68214,1,13,29
68,68,1.13917,0,30,31
69,24,0.29253,0,3,30
70,24,0.29253,0,7,30
71,10,0.248852,1,15,31
72,10,0.166643,1,21,31
73,73,0.855417,0,32,33
74,27,0.718132,0,4,32
75,27,0.718132,0,14,32
76,3,2.4725,1,12,33
77,3,0.885622,1,14,33
78,78,1.53321,0,34,35
79,15,0.476086,0,0,34
80,15,0.476086,0,24,34
81,17,0.196,0,3,35
82,17,0.196,0,17,35
83,83,1.10255,0,36,37
84,33,0.354986,0,17,36
85,33,0.354986,0,20,36
86,10,1.15626,1,11,37
87,10,0,1,21,37
88,88,1.10493,0,38,39
89,14,0.196,0,0,38
90,14,0.196,0,23,38
91,11,0.875725,1,10,39
92,11,0.997614,1,14,39
93,93,0.414635,0,40,41
94,53,0.4656,0,24,40
95,53,0.4656,0,25,40
96,9,1.1226,1,11,41
97,9,0,1,25,41
98,98,0.728223,0,42,43
99,48,0.295241,0,22,42
100,48,0.295242,0,23,42
101,29,0.395416,0,6,43
102,29,0.395416,0,7,43
103,103,1.13851,0,44,45
104,58,0.410567,0,26,44
105,58,0.930297,0,27,44
106,1,2.11177,1,8,45
107,1,0.928232,1,12,45
108,108,0.667769,0,46,47
109,43,0.260322,0,20,46
110,43,0.788454,0,21,46
111,10,0,1,21,47
112,10,0.166643,1,31,47
113,113,1.3365,0,48,49
114,16,0.558521,0,0,48
115,16,0.274348,0,4,48
116,7,0.747779,1,10,49
117,7,0.772428,1,19,49
118,118,1.23552,0,50,51
119,28,0.392,0,4,50
120,28,0.392,0,5,50
121,1,1.645,1,8,51
122,1,0.466771,1,45,51
123,123,0.853908,0,52,53
124,33,0.334823,0,16,52
125,33,0.375149,0,20,52
126,25,0.233167,0,13,53
127,25,0.598869,0,16,53
128,128,0.717781,0,54,55
129,15,0.476086,0,10,54
130,15,0.476086,0,24,54
131,7,1.607,1,8,55
132,7,0.934399,1,19,55
133,133,2.3487,0,56,57
134,73,0.427708,0,32,56
135,73,0.427708,0,33,56
136,21,0.592258,0,1,57
137,21,1.28068,0,8,57
138,138,0.773015,0,58,59
139,18,0.261005,0,2,58
140,18,0.261005,0,18,58
141,10,0.454676,1,11,59
142,10,0.70158,1,37,59
143,143,1.06511,0,60,61
144,30,0.277103,0,4,60
145,30,0.277103,0,22,60
146,31,0.210774,0,7,61
147,31,0.210775,0,28,61
148,148,0.923315,0,62,63
149,17,0.196,0,2,62
150,17,0.196,0,17,62
151,7,0.197062,1,19,63
152,7,0.737337,1,55,63
153,153,1.01846,0,64,65
154,27,0.359066,0,4,64
155,27,0.359066,0,32,64
156,11,0.252254,1,14,65
157,11,0.74536,1,39,65
158,158,1.12338,0,66,67
159,14,0.0820156,0,1,66
160,14,0.309984,0,23,66
161,6,1.16688,1,8,67
162,6,1.87312,1,9,67
163,163,1.42086,0,68,69
164,30,0.277103,0,6,68
165,30,0.277103,0,22,68
166,12,2.57434,1,14,69
167,12,0.911684,1,15,69
168,168,1.02688,0,70,71
169,15,0.238043,0,0,70
170,15,0.238043,0,34,70
171,7,0.937813,1,8,71
172,7,0.669184,1,55,71
173,173,1.00827,0,72,73
174,25,0.416018,0,7,72
175,25,0.416018,0,16,72
176,12,0.442821,1,15,73
177,12,0.468863,1,69,73
178,178,1.44371,0,74,75
179,23,1.23549,0,3,74
180,23,0.637451,0,9,74
181,32,0.636236,0,6,75
182,32,0.636236,0,15,75
183,183,0.642178,0,76,77
184,27,0.359066,0,14,76
185,27,0.359066,0,32,76
186,7,0.371872,1,10,77
187,7,0.375907,1,49,77
188,188,0.474691,0,78,79
189,83,0.551273,0,36,78
190,83,0.551273,0,37,78
191,10,-nan(ind),1,21,79
192,10,-nan(ind),1,37,79
193,193,0.797621,0,80,81
194,24,0.146265,0,3,80
195,24,0.146265,0,30,80
196,68,0.866141,0,30,81
197,68,0.273026,0,31,81
198,198,0.0979795,0,82,83
199,38,0.294245,0,18,82
200,38,0.294245,0,19,82
201,18,0.261005,0,11,83
202,18,0.261005,0,18,83
203,203,1.0013,0,84,85
204,22,0.208217,0,5,84
205,22,0.208217,0,26,84
206,30,0.138551,0,22,85
207,30,0.138551,0,68,85
208,208,0.87323,0,86,87
209,33,0.177493,0,20,86
210,33,0.177493,0,36,86
211,10,-nan(ind),1,21,87
212,10,-nan(ind),1,79,87
213,213,1.02056,0,88,89
214,14,0.098,0,0,88
215,14,0.098,0,38,88
216,9,0.416639,1,10,89
217,9,0.279486,1,25,89
218,218,0.5938,0,90,91
219,53,0.2328,0,24,90
220,53,0.2328,0,40,90
221,9,1.1226,1,11,91
222,9,0,1,41,91
223,223,1.31288,0,92,93
224,31,0.176927,0,5,92
225,31,0.474097,0,28,92
226,5,0.616847,1,12,93
227,5,0.969282,1,29,93
228,228,1.53468,0,94,95
229,26,0.505329,0,5,94
230,26,0.505329,0,27,94
231,14,0.098,0,23,95
232,14,0.0979999,0,38,95
233,233,0.601453,0,96,97
234,19,0.241479,0,2,96
235,19,0.241479,0,6,96
236,18,0.130503,0,18,97
237,18,0.130503,0,58,97
238,238,0.0193579,0,98,99
239,13,0.4,0,0,98
240,13,0.4,0,2,98
241,78,0.766606,0,34,99
242,78,0.766606,0,35,99
243,243,1.18218,0,100,101
244,58,0.205284,0,26,100
245,58,0.205284,0,44,100
246,1,0.22038,1,45,101
247,1,0.246392,1,51,101
248,248,0.305672,0,102,103
249,48,0.147621,0,22,102
250,48,0.147621,0,42,102
251,98,0.364111,0,42,103
252,98,0.364112,0,43,103
253,253,0.580109,0,104,105
254,48,0.147621,0,23,104
255,48,0.147621,0,42,104
256,20,0.435058,0,1,105
257,20,0.364942,0,3,105
258,258,1.03269,0,106,107
259,17,0.098,0,3,106
260,17,0.098,0,35,106
261,7,0.413788,1,55,107
262,7,0.255396,1,71,107
263,263,0.277962,0,108,109
264,63,1.16299,0,28,108
265,63,0.329998,0,29,108
266,5,1.68214,1,13,109
267,5,0,1,29,109
268,268,0.626374,0,110,111
269,88,0.552464,0,38,110
270,88,0.552464,0,39,110
271,15,0.119021,0,0,111
272,15,0.119021,0,70,111
273,273,0.177801,0,112,113
274,93,0.207318,0,40,112
275,93,0.207317,0,41,112
276,9,-nan(ind),1,41,113
277,9,-nan(ind),1,91,113
278,278,0.925418,0,114,115
279,103,0.569257,0,44,114
280,103,0.569257,0,45,114
281,243,0.591091,0,100,115
282,243,0.591091,0,101,115
283,283,2.6757,0,116,117
284,26,0.505329,0,12,116
285,26,0.505329,0,27,116
286,88,0.276232,0,38,117
287,88,0.276232,0,110,117
288,288,1.17294,0,118,119
289,16,0.279261,0,0,118
290,16,0.279261,0,48,118
291,7,0.103108,1,49,119
292,7,0.272799,1,77,119
293,293,0.559853,0,120,121
294,113,0.668249,0,48,120
295,113,0.668249,0,49,120
296,7,0.524232,1,8,121
297,7,0.413581,1,71,121
298,298,1.14196,0,122,123
299,28,0.196,0,4,122
300,28,0.196,0,50,122
301,7,0.345536,1,55,123
302,7,0.391801,1,63,123
303,303,0,0,124,125
304,43,0.305614,0,21,124
305,43,0.48284,0,46,124
306,108,0.408934,0,46,125
307,108,0.258835,0,47,125
308,308,0.582839,0,126,127
309,58,0.200386,0,27,126
310,58,0.729911,0,44,126
311,1,0.928232,1,12,127
312,1,0,1,45,127
313,313,1.0489,0,128,129
314,22,0.162386,0,1,128
315,22,0.254049,0,26,128
316,7,0.224036,1,55,129
317,7,0.1215,1,123,129
318,318,0.429655,0,130,131
319,29,0.197708,0,7,130
320,29,0.197708,0,43,130
321,24,0.0731325,0,3,131
322,24,0.0731325,0,80,131
323,323,1.03025,0,132,133
324,33,0.096917,0,17,132
325,33,0.258069,0,36,132
326,33,0.167411,0,16,133
327,33,0.167411,0,52,133
328,328,1.02434,0,134,135
329,15,0.238043,0,24,134
330,15,0.238043,0,34,134
331,288,0.586472,0,118,135
332,288,0.586472,0,119,135
333,333,0.241725,0,136,137
334,24,0.146265,0,7,136
335,24,0.146265,0,30,136
336,31,0.105387,0,7,137
337,31,0.105387,0,61,137
338,338,0.323511,0,138,139
339,128,0.358891,0,54,138
340,128,0.358891,0,55,138
341,7,0,1,55,139
342,7,0.224036,1,129,139
343,343,0.720909,0,140,141
344,133,1.17435,0,56,140
345,133,1.17435,0,57,140
346,1,1.78885,1,45,141
347,1,1.78885,1,127,141
348,348,1.14363,0,142,143
349,28,0.196,0,5,142
350,28,0.196,0,50,142
351,1,0.068101,1,45,143
352,1,0.152279,1,101,143
353,353,2.1866,0,144,145
354,15,0.238043,0,10,144
355,15,0.238043,0,54,144
356,153,0.509228,0,64,145
357,153,0.509228,0,65,145
358,358,1.60943,0,146,147
359,16,0.137174,0,4,146
360,16,0.137174,0,48,146
361,15,0.238043,0,24,147
362,15,0.238043,0,54,147
363,363,0.814649,0,148,149
364,21,0.296129,0,1,148
365,21,0.296129,0,57,148
366,7,0.221637,1,71,149
367,7,0.191944,1,121,149
368,368,0.702154,0,150,151
369,73,0.213854,0,33,150
370,73,0.213854,0,56,150
371,133,0.587174,0,56,151
372,133,0.587174,0,140,151
373,373,0.662733,0,152,153
374,43,0.130161,0,20,152
375,43,0.130161,0,46,152
376,10,0.166643,1,31,153
377,10,0,1,47,153
378,378,0.487426,0,154,155
379,73,0.213854,0,32,154
380,73,0.213854,0,56,154
381,3,0.885622,1,14,155
382,3,0,1,33,155
383,383,0.499538,0,156,157
384,118,0.61776,0,50,156
385,118,0.61776,0,51,156
386,7,0.334437,1,8,157
387,7,0.189795,1,121,157
388,388,0.360615,0,158,159
389,143,0.532554,0,60,158
390,143,0.532554,0,61,158
391,30,0.138551,0,22,159
392,30,0.138551,0,60,159
393,393,1.13109,0,160,161
394,21,0.964776,0,8,160
395,21,0.315905,0,57,160
396,343,0.360454,0,140,161
397,343,0.360454,0,141,161
398,398,0.317068,0,162,163
399,138,0.386508,0,58,162
400,138,0.386508,0,59,162
401,10,1.38564,1,47,163
402,10,1.38564,1,153,163
403,403,1.27724,0,164,165
404,30,0.138551,0,4,164
405,30,0.138551,0,60,164
406,19,0.120739,0,2,165
407,19,0.120739,0,96,165
408,408,0.596108,0,166,167
409,25,0.274187,0,16,166
410,25,0.324681,0,53,166
411,3,4.07922,1,33,167
412,3,4.07922,1,155,167
413,413,1.49981,0,168,169
414,158,0.56169,0,66,168
415,158,0.56169,0,67,168
416,18,0.130503,0,18,169
417,18,0.130503,0,83,169
418,418,0.504838,0,170,171
419,123,0.426954,0,52,170
420,123,0.426954,0,53,170
421,25,0.116584,0,13,171
422,25,0.116584,0,53,171
423,423,0.738945,0,172,173
424,27,0.179533,0,32,172
425,27,0.179533,0,64,172
426,11,0.252254,1,14,173
427,11,0,1,65,173
428,428,0.742471,0,174,175
429,33,0.187575,0,20,174
430,33,0.187575,0,52,174
431,10,0.166643,1,31,175
432,10,0,1,153,175
433,433,0.558824,0,176,177
434,17,0.0980001,0,17,176
435,17,0.098,0,62,176
436,20,0.182471,0,3,177
437,20,0.182471,0,105,177
438,438,1.83866,0,178,179
439,163,0.710429,0,68,178
440,163,0.710429,0,69,178
441,27,0.179533,0,4,179
442,27,0.179533,0,64,179
443,443,0.925508,0,180,181
444,18,0.130503,0,2,180
445,18,0.130503,0,58,180
446,15,0.119021,0,34,181
447,15,0.119022,0,70,181
448,448,0.415676,0,182,183
449,173,0.504134,0,72,182
450,173,0.504134,0,73,182
451,12,1.78633,1,14,183
452,12,0.788011,1,69,183
453,453,0.536524,0,184,185
454,25,0.208009,0,7,184
455,25,0.208009,0,72,184
456,33,0.0837057,0,16,185
457,33,0.0837057,0,133,185
458,458,0.969488,0,186,187
459,14,0.154992,0,23,186
460,14,0.154992,0,66,186
461,9,1.6,1,25,187
462,9,1.6,1,41,187
463,463,0.175914,0,188,189
464,53,0.2328,0,25,188
465,53,0.2328,0,40,188
