Unique Index, Index, restlegth, isforbidden(bool), source vertex, target vertex
280,17,3.92,0,3,114
281,218,3.51747,0,90,115
282,218,1.21285,0,91,115
283,283,8.43896,0,116,117
284,1,8.24208,1,64,116
285,1,8.24208,1,104,116
286,14,1.96,0,0,117
287,14,1.96,0,53,117
288,288,3.75016,0,118,119
289,9,2.56143,1,11,118
290,9,3.23998,1,24,118
291,193,4.17297,0,80,119
292,193,4.17297,0,81,119
293,293,10.3721,0,120,121
294,22,1.04109,0,34,120
295,22,1.04109,0,79,120
296,13,1,0,81,121
297,13,1,0,94,121
298,298,13.1647,0,122,123
299,133,5.72613,0,56,122
300,133,5.72613,0,57,122
301,18,1.23427,0,86,123
302,18,1.23427,0,95,123
303,303,2.6098,0,124,125
304,8,0,1,56,124
305,8,0.729008,1,74,124
306,133,2.86307,0,56,125
307,133,2.86307,0,122,125
308,308,9.6594,0,126,127
309,168,5.52147,0,71,126
310,168,5.52148,0,102,126
311,168,5.52148,0,70,127
312,168,5.52147,0,102,127
313,313,8.9274,0,128,129
314,20,2,0,3,128
315,20,2,0,25,128
316,14,0.980001,0,0,129
317,14,0.98,0,117,129
318,318,10.8816,0,130,131
319,30,2.77103,0,4,130
320,30,2.77103,0,35,130
321,27,1.79533,0,45,131
322,27,1.79533,0,66,131
323,323,2.17383,0,132,133
324,263,1.23729,0,108,132
325,263,1.23729,0,109,132
326,25,0.841268,0,16,133
327,25,1.42481,0,108,133
328,328,18.1646,0,134,135
329,17,1.96,0,2,134
330,17,1.96,0,114,134
331,23,3.25608,0,9,135
332,23,3.25608,0,55,135
333,333,6.75277,0,136,137
334,9,0.157656,1,32,136
335,9,0.222959,1,80,136
336,23,4.68235,0,3,137
337,23,4.68235,0,21,137
338,338,1.43218,0,138,139
339,12,0.286443,1,14,138
340,12,34.5738,1,15,138
341,27,0.897665,0,14,139
342,27,0.897663,0,107,139
343,343,3.41682,0,140,141
344,30,1.38551,0,35,140
345,30,1.38551,0,130,140
346,78,3.94568,0,34,141
347,78,3.94568,0,35,141
